edge_0-1,edge_1-2,edge_2-3,edge_3-4,edge_4-5,edge_5-6,edge_6-7,edge_7-8,edge_8-9,spin_0,spin_1,spin_2,spin_3,spin_4,spin_5,spin_6,spin_7,spin_8,spin_9,hamiltonian
-0.129810164445058,0.7073380454812381,0.5037528318905893,0.9675085630942855,0.12799292099874293,-0.8137178159360443,-0.30838765902685195,0.8400542192316378,0.9618634898703993,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-5.360425709974848
0.39524115439306007,-0.3155406493277433,-0.4586779297671837,0.6531266227889512,0.8783993332990165,0.36504750408780273,-0.9248673810007881,0.5280049732786007,0.1004008476349223,1,1,-1,1,1,1,1,-1,-1,-1,-4.619306395578068
-0.7350632749804482,-0.25573338834402515,-0.1739419278226011,0.8632318117525408,-0.47689339278606013,-0.4116468924875978,-0.46653216997709746,-0.8073532415283511,-0.9090247105810363,1,-1,1,-1,-1,1,-1,1,-1,1,-5.099420810259758
-0.26307426471118456,-0.3999247189847923,-0.3597970708451468,-0.2989247815073093,0.11163990537013913,0.4556502894901957,0.3302458505726671,-0.8896304017955405,-0.4075388975291723,-1,1,-1,1,-1,-1,-1,-1,1,-1,-3.516426180806148
-0.7637528438045338,-0.6352874205789296,-0.6630852712575368,-0.4428710229271555,-0.25482453809126904,0.5867617941819943,0.4040552026116804,0.5878069057504054,0.19036523386452764,-1,1,-1,1,-1,1,1,1,1,1,-4.528810233068032
-0.766192315968792,0.1574082049717218,0.12696177111109996,-0.0527665081885782,0.68854313094338,-0.5624920744425632,0.30876106569606865,-0.9911496893471505,-0.4900088795786437,-1,1,1,1,-1,-1,1,1,-1,1,-4.144283640247998
-0.32973834204659913,-0.6808126295940136,-0.07005715830566195,-0.8752008719172955,0.8764833471108395,-0.8331046131273614,0.014730302954112151,0.22983302203989608,-0.3044995287489556,-1,1,-1,1,-1,-1,1,1,1,-1,-4.214459815844735
-0.7088741575456556,-0.06010577757874125,0.9613871658499968,0.6891012867277273,-0.9310314314386867,-0.8341130939297408,0.5770422580264605,0.6929304142403203,-0.4953322396392945,-1,1,-1,-1,-1,1,-1,-1,-1,1,-5.949917824976623
-0.275842376476386,-0.2008468996000332,-0.6996890714394226,0.379210206956627,0.8965508721627808,-0.6261062589416175,0.6238408460097946,-0.8426924196729526,0.9018156254372274,1,-1,1,-1,-1,-1,1,1,-1,-1,-5.4465945766968415
0.3512358796799602,0.5952137771616792,-0.42729287643527947,-0.4093840644098361,-0.7391423139232403,-0.10713644449065063,-0.5287016512089993,0.274818964286788,-0.39073515566476136,-1,-1,-1,1,-1,1,-1,1,1,-1,-3.823661127261194
-0.6349940669669838,0.5022077247582619,0.1546098609730191,-0.7400906703637886,-0.576387724226112,-0.04767117205592197,-0.6445868623319844,0.16213239875601793,0.7380336587089493,-1,1,1,1,-1,1,-1,1,1,1,-4.200714139141039
-0.03704397502172796,-0.24707014246689818,-0.655607368257898,0.7991237845002686,-0.27175349580096797,0.7372926499884414,-0.6015424099221569,-0.23312515035224046,-0.4211209914642271,1,-1,1,-1,-1,1,1,-1,1,-1,-4.0036799677748265
0.6655475360443597,0.8562811233820222,-0.7308024730470692,-0.5376195729300166,-0.5754370120468009,0.10494795819798064,-0.2729986273562246,0.5699509361119617,-0.831730277910887,1,1,1,-1,1,-1,-1,1,1,-1,-5.145315517027322
0.7002985015461536,-0.41908317424393315,-0.5483505940081095,0.16976912451703918,-0.6700844747175263,-0.6981573075796026,0.6906762245799432,-0.8281158876188166,0.34767367121482273,-1,-1,1,-1,-1,1,-1,-1,1,1,-5.072208960025947
0.3495190626759921,-0.17779714283905235,-0.7039840326483662,0.6187217321202452,0.5273165495873837,0.6522124076236211,-0.9924796843604258,-0.7749613737792418,0.8513836424468706,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-5.648375628081199
0.1230867023090958,0.08013986897749259,-0.08770202653563519,0.18339498891505013,-0.8727229693648333,-0.45226411047798876,0.6177564509842879,-0.06767239167157846,-0.6637203121748663,-1,-1,-1,1,1,-1,1,1,-1,1,-3.148459821410828
0.5111575589374209,0.3134479522367366,-0.39706482221052264,0.2983427354821415,-0.8392694610780669,0.651092489955295,-0.6305209916461263,0.43798973695046217,-0.5615265827310085,1,1,1,-1,-1,1,1,-1,-1,1,-4.640412331227781
-0.27473822100246426,-0.2064817863997126,0.20515332627977445,0.07375346373952807,0.7212542364498276,-0.494745188824951,0.2870101065414885,0.19914339953173354,-0.22639188944610478,-1,1,-1,-1,-1,-1,1,1,1,-1,-2.6886716182155848
-0.4021776599343414,0.41631784178952946,0.9213710404276401,0.2984157740985387,-0.7169086703340517,-0.7014659804895222,-0.8894003160289523,0.2636529827575056,-0.5899083810153507,1,-1,-1,-1,-1,1,-1,1,1,-1,-5.199618646875432
-0.8472357041691887,0.6220425975470407,-0.37079452971239824,-0.12930188001920562,-0.9537807199311723,0.3947172139386528,-0.023733308033450973,0.8875331930822059,-0.6597407294113613,-1,1,1,-1,1,-1,-1,1,1,-1,-4.888879875844676
-0.16698607037131685,-0.47111579737226084,-0.04902039637397104,0.6679606407852912,-0.3959271598492462,0.6764898042254217,0.27945859261360306,0.5047861641883424,0.9564680152932754,1,-1,1,-1,-1,1,1,1,1,1,-4.168212641072729
-0.2177956963941443,0.9083477084864158,0.46259548375234094,0.4258685137734315,-0.4315289557033224,0.4791119279359941,-0.38068404073102613,0.6601944730224836,0.39178934255522924,1,-1,-1,-1,-1,1,1,-1,-1,-1,-4.357916142354388
-0.6148405455525094,-0.3739593167545665,-0.2580288162966369,0.24685264810726326,0.893164966979749,0.7805681744705517,-0.4765266081446855,0.039040334327877346,-0.36510961809815834,1,-1,1,-1,-1,-1,-1,1,1,-1,-4.0480910287319976
-0.2517012665481213,0.5162898813140964,0.30054819360080187,-0.14627667296515012,-0.47210061332866626,-0.03973004926122603,-0.9427099450597098,0.13455295357921138,0.9078119834389444,-1,1,1,1,-1,1,-1,1,1,1,-3.7117215590959276
-0.3110455177786722,-0.1435249008284789,-0.4268517692863294,0.8772839022154679,-0.6694037324628093,-0.165035232959168,0.19348842802330846,-0.2825435462579651,0.17774920426906404,-1,1,-1,1,1,-1,1,1,-1,-1,-3.246926234081263
-0.8567636313653326,-0.2831357890278927,0.6148594016133189,0.794683295816528,0.6434813566449002,-0.8473591660682103,-0.2802250049182269,-0.9641231295953987,0.48593805121519984,1,-1,1,1,1,1,-1,1,-1,-1,-5.7705688262650074
0.547226213357259,-0.969259812324563,-0.6727669521219908,0.9431393931799936,-0.7378868508022709,0.2758985319180902,-0.6541782240718246,-0.9409317468187519,0.5118004582678661,-1,-1,1,-1,-1,1,1,-1,1,1,-6.2530881828626095
